adjusted_opening,adjusted_total_gross,budget,close,distributor,genre,movie_title,open,rank,rating,release_date,runtime,studio,total_gross,year,theaters_opening,theaters_gross
"$3,177,900","$6,313,200",$35 million,11/23,Universal,Thriller,The Snowman,10/20,140,R,"October 20, 2017",1 hrs. 59 min.,Uni.,"$6,700,035",2017,"1,812","1,815"
"$2,323,300","$6,092,300",,6/29,BH Tilt,Drama,Lowriders,5/12,141,PG-13,"May 12, 2017",1 hrs. 39 min.,BH Tilt,"$6,303,560",2017,295,365
"$2,442,300","$6,052,700",,2/1,Pure Flix,Drama,Same Kind of Different as Me,10/20,142,PG-13,"October 20, 2017",1 hrs. 59 min.,PFR,"$6,423,605",2017,"1,362","1,362"
"$44,400","$5,907,600",,11/16,Sony Classics,Drama,Maudie,4/14,143,PG-13,"April 14, 2017",1 hrs. 55 min.,SPC,"$6,170,998",2017,4,233
"$3,016,600","$5,719,200",$22 million,1/25,Broad Green Pictures,Action Comedy,Just Getting Started,12/8,144,PG-13,"December 8, 2017",1 hrs. 31 min.,BG,"$6,069,605",2017,"2,161","2,161"
"$1,466,800","$5,616,000",$2 million,10/26,Sony / Columbia,Drama,All Saints,8/25,145,PG,"August 25, 2017",1 hrs. 48 min.,Sony,"$5,802,208",2017,846,846
"$148,500","$5,564,800",,3/22,A24,Drama,The Florida Project,10/6,146,R,"October 6, 2017",1 hrs. 55 min.,A24,"$5,904,366",2017,4,229
"$2,676,300","$5,441,700",,11/16,Paramount,Crime Comedy,Suburbicon,10/27,147,R,"October 27, 2017",1 hrs. 44 min.,Par.,"$5,775,178",2017,"2,046","2,046"
"$95,500","$5,432,000",,9/28,Sony Classics,Romantic Comedy,Paris Can Wait,5/12,148,PG,"May 12, 2017",1 hrs. 32 min.,SPC,"$5,617,731",2017,4,447
"$1,278,800","$5,348,800",,1/25,Bleecker Street,Drama,The Man Who Invented Christmas,11/22,149,PG,"November 22, 2017",1 hrs. 44 min.,BST,"$5,676,486",2017,626,720
"$1,683,900","$5,239,900",$20.47 million,1/7,Yash Raj,Action,Tiger Zinda Hai,12/22,150,Unrated,"December 22, 2017",2 hrs. 45 min.,Yash,"$5,560,921",2017,299,299
"$1,753,000","$4,849,100",,7/27,FUNimation Films,Animation,Your Name.,4/7,151,PG,"April 7, 2017",1 hrs. 46 min.,FUN,"$5,017,246",2017,311,311
"$1,376,800","$4,355,900",,8/17,Focus Features,Drama,The Book of Henry,6/16,152,PG-13,"June 16, 2017",1 hrs. 45 min.,Focus,"$4,504,974",2017,579,650
"$1,560,500","$4,027,200",,11/30,Roadside Attractions,Drama,Stronger,9/22,153,R,"September 22, 2017",1 hrs. 56 min.,RAtt.,"$4,211,129",2017,573,645
"$43,800","$3,948,000",,10/12,The Orchard,Comedy / Drama,The Hero,6/9,154,R,"June 9, 2017",1 hrs. 33 min.,Orch.,"$4,077,333",2017,4,447
"$1,644,700","$3,852,600","$250,000",6/8,BH Tilt,Sci-Fi Action,Sleight,4/28,155,R,"April 28, 2017",1 hrs. 30 min.,BH Tilt,"$3,986,245",2017,565,591
"$65,100","$3,814,900",,5/25,Fox Searchlight,Drama,A United Kingdom,2/10,156,PG-13,"February 10, 2017",1 hrs. 51 min.,FoxS,"$3,902,185",2017,4,317
"$95,900","$3,687,100",,7/30,Sony Classics,Drama / Thriller,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,4/14,157,R,"April 14, 2017",1 hrs. 57 min.,SPC,"$3,814,868",2017,5,373
"$1,940,100","$3,612,800",$9.9 million,11/30,Entertainment Studios,Horror,Friend Request,9/22,158,R,"September 22, 2017",1 hrs. 32 min.,ENTMP,"$3,759,078",2017,"2,573","2,573"
"$1,563,600","$3,537,000",,4/6,Fox Searchlight,Comedy / Drama,Table 19,3/3,159,PG-13,"March 3, 2017",1 hrs. 27 min.,FoxS,"$3,614,896",2017,868,868
"$73,600","$3,482,700",,6/22,STX Entertainment,Comedy / Drama,Their Finest,4/7,160,R,"April 7, 2017",1 hrs. 50 min.,STX,"$3,603,484",2017,4,330
"$1,755,600","$3,479,500",$2.8 million,6/15,Cinelou Films,Sci-Fi Horror,Phoenix Forgotten,4/21,161,PG-13,"April 21, 2017",1 hrs. 27 min.,CLF,"$3,600,146",2017,"1,626","1,626"
"$120,900","$3,387,100","$1,000,000",9/7,Paramount,Documentary,An Inconvenient Sequel: Truth to Power,7/28,162,PG,"July 28, 2017",1 hrs. 40 min.,Par.,"$3,496,795",2017,4,556
"$1,479,400","$3,255,800",,11/12,Novus,Thriller,Til Death Do Us Part,9/29,163,PG-13,"September 29, 2017",1 hrs. 41 min.,NN,"$3,455,267",2017,562,562
"$1,759,700","$3,192,800",,2/5,Zee TV,Action Thriller,Raees,1/25,164,Unrated,"January 25, 2017",2 hrs. 30 min.,Zee,"$3,262,954",2017,265,265
"$1,712,300","$3,003,300",,9/21,Sony / Columbia,Sci-Fi,Close Encounters of the Third Kind (40th Anniversary),9/1,165,PG,"September 1, 2017",2 hrs. 17 min.,Sony,"$3,100,479Domestic Lifetime Gross: $135,189,114",2017,901,901
"$131,100","$2,928,600",,10/26,Neon,Comedy,Ingrid Goes West,8/11,166,R,"August 11, 2017",1 hrs. 37 min.,Neon,"$3,024,308",2017,3,647
"$116,200","$2,927,700",,7/13,Neon,Sci-Fi Action,Colossal,4/7,167,R,"April 7, 2017",1 hrs. 50 min.,Neon,"$3,029,287",2017,4,327
"$107,100","$2,924,000",,-,Sony Classics,Drama,The Leisure Seeker,12/15,168,R,"December 15, 2017",1 hrs. 52 min.,SPC,"$3,096,483",2017,28,353
"$177,200","$2,783,400",,-,Entertainment One,Animation,Ballerina (2017) [Canada Only],2/24,169,PG,"February 24, 2017",1 hrs. 29 min.,EOne,"$2,844,490Domestic Lifetime Gross: $24,702,560",2017,77,237
"$677,500","$2,774,400",,3/30,Shorts International,Drama,The Oscar Nominated Short Films 2017,2/10,170,Unrated,"February 10, 2017",,Shrts.,"$2,835,355",2017,206,272
"$39,200","$2,762,100",,-,Oscilloscope Pictures,Documentary,Kedi,2/10,171,Unrated,"February 10, 2017",1 hrs. 19 min.,Osci.,"$2,835,047",2017,1,130
"$212,200","$2,635,800",$30.1 million,10/19,H Collective,Foreign,Wolf Warrior 2,7/28,172,Unrated,"July 28, 2017",2 hrs. 1 min.,HC,"$2,721,100",2017,53,53
"$937,400","$2,625,700",,8/3,Fox Searchlight,Romance,My Cousin Rachel,6/9,173,PG-13,"June 9, 2017",1 hrs. 46 min.,FoxS,"$2,716,368",2017,523,531
"$2,538,000","$2,538,000",,8/26,Fathom,Documentary,Mayweather vs. McGregor,8/26,174,Unrated,"August 26, 2017",,Fathom,"$2,620,183",2017,532,532
,"$2,515,100",,3/17,Fathom,Documentary,Is Genesis History?,2/23,175,Unrated,"February 23, 2017",1 hrs. 40 min.,Fathom,"$2,570,392",2017,,704
"$1,304,900","$2,490,400",,2/23,Fathom,Musical,Newsies: The Broadway Musical,2/18,176,PG,"February 18, 2017",2 hrs. 29 min.,Fathom,"$2,545,060",2017,780,780
"$1,137,700","$2,453,500",,10/5,Pantelion,Foreign,Hazlo Como Hombre (Do It Like An Hombre),9/1,177,R,"September 1, 2017",1 hrs. 49 min.,PNT,"$2,534,252",2017,382,382
,"$2,449,400",,6/6,Fathom,Documentary,In Our Hands: The Battle for Jerusalem,5/23,178,Unrated,"May 23, 2017",2 hrs. 1 min.,Fathom,"$2,534,370",2017,,733
"$993,300","$2,437,700",,12/14,Pure Flix,Drama,A Question Of Faith,9/29,179,PG,"September 29, 2017",1 hrs. 44 min.,PFR,"$2,587,072",2017,661,661
"$1,121,700","$2,376,200",,11/16,Weinstein Company,Drama,Tulip Fever,9/1,180,R,"September 1, 2017",1 hrs. 47 min.,Wein.,"$2,455,635",2017,765,772
"$69,600","$2,349,400",,4/16,Cohen Media Group,Drama / Thriller,The Salesman,1/27,181,PG-13,"January 27, 2017",2 hrs. 5 min.,Cohen,"$2,402,067",2017,3,115
"$166,900","$2,330,800",$18 million,5/25,TriStar,Crime Comedy,T2: Trainspotting,3/17,182,R,"March 17, 2017",1 hrs. 57 min.,TriS,"$2,402,004",2017,5,331
"$1,046,400","$2,328,300",,12/21,Electric Entertainment,Drama,LBJ,11/3,183,R,"November 3, 2017",1 hrs. 37 min.,Electric,"$2,470,979",2017,659,659
,"$2,263,100",,11/16,Fathom,Animation,Pokemon the Movie: I Choose You!,11/5,184,Unrated,"November 5, 2017",1 hrs. 52 min.,Fathom,"$2,401,722",2017,,789
"$18,600","$2,261,900",,10/5,Screen Media,Horror,Jeepers Creepers 3,9/26,185,Unrated,"September 26, 2017",1 hrs. 50 min.,Scre.,"$2,335,162",2017,10,669
"$1,180,800","$2,254,300",,2/9,BH Tilt,Comedy,The Resurrection of Gavin Stone ,1/20,186,PG,"January 20, 2017",1 hrs. 31 min.,BH Tilt,"$2,303,792",2017,890,890
"$1,480,300","$2,231,000",,3/9,Open Road Films,Action,Collide,2/24,187,PG-13,"February 24, 2017",1 hrs. 39 min.,ORF,"$2,280,004",2017,"2,045","2,045"
"$108,500","$2,159,600",,12/28,A24,Drama,The Killing of a Sacred Deer,10/20,188,R,"October 20, 2017",1 hrs. 59 min.,A24,"$2,291,901",2017,4,238
"$64,100","$2,121,000",,7/16,A24,Romantic Comedy,The Lovers,5/5,189,R,"May 5, 2017",1 hrs. 34 min.,A24,"$2,194,521",2017,4,443
"$957,900","$2,109,700",,3/9,Pantelion,Comedy,Un Padre No Tan Padre,1/27,190,PG-13,"January 27, 2017",1 hrs. 34 min.,PNT,"$2,156,047",2017,312,312
"$87,100","$2,046,000",,10/26,Annapurna Pictures,Comedy,Brad's Status,9/15,191,R,"September 15, 2017",1 hrs. 41 min.,Annapurna,"$2,133,158",2017,4,453
"$121,200","$1,961,800",,11/12,A24,Crime Drama,Good Time,8/11,192,R,"August 11, 2017",1 hrs. 40 min.,A24,"$2,026,499",2017,4,721
"$843,500","$1,949,700",,4/13,FIP,Romantic Comedy,Badrinath Ki Dulhania,3/10,193,Unrated,"March 10, 2017",1 hrs. 47 min.,FIP,"$1,993,259",2017,152,156
"$115,100","$1,905,900",,-,Warner Bros.,War,Dunkirk (Re-Issue 12/1),12/1,194,PG-13,"December 1, 2017",1 hrs. 46 min.,WB,"$2,022,734Domestic Lifetime Gross: $190,068,280",2017,53,53
"$904,300","$1,874,600",,3/23,Pantelion,Romantic Comedy,Everybody Loves Somebody,2/17,195,PG-13,"February 17, 2017",1 hrs. 42 min.,PNT,"$1,915,789",2017,333,333
"$44,300","$1,802,900",,7/13,Music Box Films,Drama,A Quiet Passion,4/14,196,PG-13,"April 14, 2017",2 hrs. 6 min.,MBox,"$1,865,396",2017,6,135
"$174,800","$1,801,600",,3/1,Well Go USA,Fantasy,Along with the Gods: The Two Worlds,12/22,197,Unrated,"December 22, 2017",2 hrs. 20 min.,WGUSA,"$1,908,823",2017,17,35
"$319,100","$1,782,700",,1/28,China Lion,Drama,Youth (2017),12/15,198,Unrated,"December 15, 2017",2 hrs. 16 min.,CL,"$1,891,956",2017,30,35
"$657,200","$1,773,300",,9/7,Reliance Big Pictures,Comedy / Drama,Toilet: Ek Prem Katha,8/11,199,Unrated,"August 11, 2017",2 hrs. 35 min.,Relbig.,"$1,830,715",2017,178,178
"$867,900","$1,742,600",,6/22,Roadside Attractions,Thriller,The Wall,5/12,200,R,"May 12, 2017",1 hrs. 21 min.,RAtt.,"$1,803,064",2017,540,540
"$961,100","$1,739,000",,5/18,A24,Action Comedy,Free Fire,4/21,201,R,"April 21, 2017",1 hrs. 25 min.,A24,"$1,799,312",2017,"1,070","1,070"
"$31,000","$1,738,900",,5/25,Bleecker Street,Comedy,The Last Word,3/3,202,R,"March 3, 2017",1 hrs. 48 min.,BST,"$1,783,421",2017,4,380
"$1,650,700","$1,650,700",,3/26,River Rain,Sports Drama,Slamma Jamma,3/24,203,PG,"March 24, 2017",1 hrs. 44 min.,RivR,"$1,687,000",2017,502,502
"$60,100","$1,648,400",,10/19,A24,Drama,Menashe,7/28,204,PG,"July 28, 2017",1 hrs. 21 min.,A24,"$1,703,036",2017,3,126
"$54,600","$1,635,100",,12/21,Fox Searchlight,Drama,Goodbye Christopher Robin,10/13,205,PG,"October 13, 2017",1 hrs. 47 min.,FoxS,"$1,735,251",2017,9,262
"$55,000","$1,624,400",,3/18,Abramorama,Documentary,Jane (2017),10/20,206,PG,"October 20, 2017",1 hrs. 30 min.,Abr.,"$1,723,379",2017,3,96
"$757,700","$1,618,700",,3/2,FIP,Comedy / Drama,Jolly Llb 2,2/10,207,Unrated,"February 10, 2017",2 hrs. 16 min.,FIP,"$1,654,254",2017,173,173
"$1,244,500","$1,612,500",,8/10,Yash Raj,Romantic Comedy,Jab Harry Met Sejal,8/4,208,Not Yet Rated,"August 4, 2017",2 hrs. 23 min.,Yash,"$1,664,648",2017,280,280
"$54,800","$1,595,400",,10/12,Gunpowder & Sky,Comedy,The Little Hours,6/30,209,Unrated,"June 30, 2017",1 hrs. 22 min.,G&S,"$1,647,175",2017,2,114
"$100,800","$1,546,300","$100,000",9/28,A24,Drama,A Ghost Story,7/7,210,R,"July 7, 2017",1 hrs. 27 min.,A24,"$1,596,371",2017,4,329
"$694,300","$1,493,300",,11/20,Annapurna Pictures,Drama,Professor Marston & the Wonder Women,10/13,211,R,"October 13, 2017",1 hrs. 48 min.,Annapurna,"$1,584,759",2017,"1,229","1,229"
"$192,200","$1,490,200",,5/4,Eleven Arts,Animation,Sword Art Online: The Movie - Ordinal Scale,3/9,212,Unrated,"March 9, 2017",1 hrs. 59 min.,Elev.,"$1,522,976",2017,578,621
"$562,100","$1,488,200",,12/14,Purdie Distribution,Family,The Stray,10/6,213,PG,"October 6, 2017",1 hrs. 27 min.,Purd.,"$1,579,440",2017,640,640
,"$1,484,100",,12/11,Fathom,Documentary,Genesis: Paradise Lost,11/13,214,PG,"November 13, 2017",2 hrs. 10 min.,Fathom,"$1,575,000",2017,,419
"$321,400","$1,479,800",,10/19,Well Go USA,Drama,A Taxi Driver,8/11,215,Unrated,"August 11, 2017",2 hrs. 17 min.,WGUSA,"$1,527,829",2017,41,41
"$1,099,800","$1,474,100",,9/7,IMAX,Action / Adventure,Inhumans,9/1,216,Not Yet Rated,"September 1, 2017",,Imax,"$1,521,787",2017,393,393
,"$1,443,100",,10/5,Fathom,Documentary,Mully,10/3,217,Unrated,"October 3, 2017",1 hrs. 21 min.,Fathom,"$1,489,771",2017,,738
"$69,900","$1,416,200",,3/22,Magnolia,Comedy,The Square,10/27,218,R,"October 27, 2017",2 hrs. 30 min.,Magn.,"$1,502,347",2017,4,70
"$618,000","$1,386,400",,10/19,FIP,Action Comedy,Judwaa 2,9/29,219,Unrated,"September 29, 2017",2 hrs. 25 min.,FIP,"$1,431,255",2017,192,192
"$30,600","$1,365,200",,8/10,Roadside Attractions,Romantic Comedy,The Wedding Plan,5/12,220,PG,"May 12, 2017",1 hrs. 50 min.,RAtt.,"$1,412,404",2017,8,123
"$118,300","$1,323,000",,2/1,Amazon Studios,Drama,Wonder Wheel,12/1,221,PG-13,"December 1, 2017",1 hrs. 41 min.,Amazon,"$1,404,061",2017,5,536
"$33,500","$1,283,100",,3/1,FilmRise,Drama,My Friend Dahmer,11/3,222,R,"November 3, 2017",1 hrs. 47 min.,FR,"$1,361,611",2017,4,110
"$632,000","$1,279,000",,6/15,The Orchard,Drama / Thriller,The Dinner,5/5,223,R,"May 5, 2017",2 hrs. 0 min.,Orch.,"$1,323,312",2017,505,505
"$77,500","$1,269,100",,6/11,IFC,Thriller,Personal Shopper,3/10,224,R,"March 10, 2017",1 hrs. 46 min.,IFC,"$1,305,195",2017,4,153
"$38,800","$1,245,600",,4/6,CBS Films,Drama,The Sense of an Ending,3/10,225,PG-13,"March 10, 2017",1 hrs. 48 min.,CBS,"$1,274,420",2017,4,282
"$395,200","$1,238,600",,8/16,Cohen Media Group,Drama,Churchill,6/2,226,PG,"June 2, 2017",1 hrs. 38 min.,Cohen,"$1,281,258",2017,215,215
,"$1,217,900",,5/9,Fathom,Documentary,Chonda Pierce: Enough,4/25,227,Unrated,"April 25, 2017",1 hrs. 30 min.,Fathom,"$1,260,116",2017,,798
"$588,800","$1,207,400",,6/29,Pantelion,Comedy,3 Idiotas,6/2,228,PG-13,"June 2, 2017",1 hrs. 46 min.,PNT,"$1,249,233",2017,349,349
,"$1,191,200",,9/28,Fathom,Documentary,Steve McQueen: American Icon,9/28,229,Unrated,"September 28, 2017",2 hrs. 10 min.,Fathom,"$1,229,782",2017,,787
"$457,600","$1,189,700",,10/31,Faith Media,Drama,True to the Game,9/8,230,R,"September 8, 2017",1 hrs. 48 min.,Faith Media,"$1,231,040",2017,461,461
"$16,300","$1,163,800",,-,Menemsha,Comedy / Drama,The Women's Balcony,3/3,231,Unrated,"March 3, 2017",1 hrs. 36 min.,Men.,"$1,200,885",2017,2,34
"$851,700","$1,127,700",,-,Fathom,Animation,Spirited Away (Fathom Event),10/27,232,PG,"October 27, 2017",2 hrs. 4 min.,Fathom,"$1,196,791Domestic Lifetime Gross: $11,252,650",2017,632,632
"$39,600","$1,119,200",,10/26,IFC,Comedy,The Trip to Spain,8/11,233,Not Yet Rated,"August 11, 2017",1 hrs. 50 min.,IFC,"$1,157,604",2017,3,140
"$141,900","$1,110,000",,10/12,Fox Searchlight,Documentary,Step (2017),8/4,234,PG,"August 4, 2017",1 hrs. 23 min.,FoxS,"$1,146,292Domestic Lifetime Gross: $1,154,982",2017,29,306
"$62,500","$1,093,900",,10/5,Roadside Attractions,Drama,Lady Macbeth,7/14,235,R,"July 14, 2017",1 hrs. 30 min.,RAtt.,"$1,129,408",2017,5,131
"$57,500","$1,070,300",,-,CJ Entertainment,Foreign,The Battleship Island,7/26,236,Unrated,"July 26, 2017",2 hrs. 12 min.,CJ,"$1,104,957",2017,1,41
"$46,600","$1,063,100",,11/9,IFC,Drama,Viceroy's House,9/1,237,Not Yet Rated,"September 1, 2017",1 hrs. 46 min.,IFC,"$1,105,717",2017,4,116
"$535,400","$1,005,300",,9/28,Distrib Films,Sci-Fi Action,Terminator 2: Judgment Day 3D,8/25,238,R,"August 25, 2017",2 hrs. 17 min.,Distrib.,"$1,037,809Domestic Lifetime Gross: $205,881,154",2017,371,371
"$62,100","$999,200",,1/4,Roadside Attractions,Drama,Wonderstruck,10/20,239,PG,"October 20, 2017",1 hrs. 57 min.,RAtt.,"$1,060,377",2017,4,261
"$642,600","$993,500",,2/16,Screenvision,Animation,Yu-Gi-Oh! The Dark Side of Dimensions,1/27,240,PG,"January 27, 2017",2 hrs. 10 min.,SV,"$1,015,339",2017,381,552
"$26,000","$977,700",,12/14,Independent,Drama,Columbus,8/4,241,Unrated,"August 4, 2017",1 hrs. 44 min.,INDEP,"$1,015,744",2017,2,63
"$32,500","$969,000",,-,Sony Classics,Drama,Film Stars Don't Die in Liverpool,12/29,242,R,"December 29, 2017",1 hrs. 45 min.,SPC,"$1,026,124",2017,4,107
"$561,700","$965,400",,11/15,Fathom,Romance,TCM Presents Casablanca 75th Anniversary,11/12,243,PG,"November 12, 2017",1 hrs. 42 min.,Fathom,"$1,024,560Domestic Lifetime Gross: $4,108,411",2017,725,725
"$955,400","$955,400",,10/22,Reliance Films,Foreign,Golmaal Again,10/20,244,Unrated,"October 20, 2017",2 hrs. 20 min.,Rel.,"$1,013,893",2017,265,265
"$50,900","$911,300",,9/28,Magnolia,Comedy,Landline,7/21,245,R,"July 21, 2017",1 hrs. 37 min.,Magn.,"$940,854",2017,4,144
"$38,200","$909,700",,12/21,Lionsgate,Drama,Last Flag Flying,11/3,246,R,"November 3, 2017",2 hrs. 4 min.,LGF,"$965,481",2017,4,110
"$20,600","$901,300",,6/1,Sony Classics,Animation,The Red Turtle,1/20,247,PG,"January 20, 2017",1 hrs. 20 min.,SPC,"$921,974",2017,3,127
"$41,900","$900,800",,12/21,Magnolia,Drama,Lucky (2017),9/29,248,Not Yet Rated,"September 29, 2017",1 hrs. 28 min.,Magn.,"$955,925",2017,5,111
"$29,200","$899,400",,4/19,Cohen Media Group,Documentary,Faces Places,10/6,249,PG,"October 6, 2017",1 hrs. 29 min.,Cohen,"$953,717",2017,5,42
"$898,900","$898,900",,6/25,Yash Raj,Drama,Tubelight,6/23,250,Unrated,"June 23, 2017",2 hrs. 50 min.,Yash,"$930,058",2017,338,338
"$453,900","$861,400",,3/9,Sony / Columbia,Adventure Comedy,Journey to the West: The Demons Strike Back,2/3,251,PG-13,"February 3, 2017",1 hrs. 49 min.,Sony,"$880,346",2017,67,67
"$18,300","$852,600",,6/22,Music Box Films,Foreign,Frantz,3/15,252,PG-13,"March 15, 2017",1 hrs. 53 min.,MBox,"$880,883",2017,2,106
"$474,900","$834,700",,8/3,UTV Communications,Action / Adventure,Jagga Jasoos,7/14,253,Unrated,"July 14, 2017",2 hrs. 35 min.,UTV,"$861,740",2017,210,210
"$1,200","$824,600",,12/31,Warner Bros.,Animation,The Polar Express (2017 re-release),11/17,254,G,"November 17, 2017",1 hrs. 40 min.,WB,"$875,150Domestic Lifetime Gross: $186,493,472",2017,,
"$118,100","$790,500",,2/8,China Lion,Comedy,Ex-File 3 (Qian Ren 3),12/29,255,Unrated,"December 29, 2017",2 hrs. 0 min.,CL,"$838,959",2017,21,24
"$65,500","$774,800",,10/12,Fox Searchlight,Drama,Patti Cake$,8/18,256,R,"August 18, 2017",1 hrs. 48 min.,FoxS,"$800,148",2017,14,303
"$768,000","$768,000",,2/19,Fathom,Musical,George Takei's Allegiance,2/19,257,Unrated,"February 19, 2017",2 hrs. 10 min.,Fathom,"$784,850",2017,476,476
,"$755,700",,-,Zeitgeist,Documentary,BOMBSHELL: The Hedy Lamarr Story,11/24,258,Unrated,"November 24, 2017",1 hrs. 29 min.,Zeit.,"$800,619",2017,,36
"$300,400","$735,100",,8/24,Sony / Columbia,Comedy,Mubarakan,7/28,259,PG-13,"July 28, 2017",2 hrs. 36 min.,Sony,"$758,868",2017,128,128
"$33,100","$724,500",,12/7,Sony Classics,Drama,Mark Felt: The Man Who Brought Down the White House,9/29,260,PG-13,"September 29, 2017",1 hrs. 43 min.,SPC,"$768,946",2017,5,332
"$9,300","$701,900",,11/2,Oscilloscope Pictures,Documentary,May It Last: A Portrait Of The Avett Brothers,9/12,261,Unrated,"September 12, 2017",1 hrs. 44 min.,Osci.,"$725,286",2017,8,326
"$9,600","$687,200",,-,Gathr Films,Documentary,Walk With Me,8/11,262,Unrated,"August 11, 2017",1 hrs. 34 min.,Gathr,"$721,371",2017,1,61
"$20,600","$686,100",,8/31,A24,Drama,The Exception,6/2,263,R,"June 2, 2017",1 hrs. 47 min.,A24,"$708,973",2017,2,48
"$681,300","$681,300",,9/16,Fathom,Documentary,Canelo Vs. GGG: Supremacy,9/16,264,Unrated,"September 16, 2017",,Fathom,"$703,396",2017,465,465
,"$677,100",,11/2,Fathom,Documentary,Kirk Cameron REVIVE US 2,10/24,265,Unrated,"October 24, 2017",1 hrs. 30 min.,Fathom,"$718,607",2017,,731
"$94,800","$670,700",,6/18,Fathom,Documentary,Chris Brown: Welcome To My Life,6/8,266,Unrated,"June 8, 2017",2 hrs. 0 min.,Fathom,"$693,984",2017,293,413
"$4,400","$669,000",,11/30,Oscilloscope Pictures,Comedy,Lost in Paris,6/16,267,Unrated,"June 16, 2017",1 hrs. 24 min.,Osci.,"$691,597",2017,1,48
"$251,800","$668,000",,10/5,Eros,Romantic Comedy,Shubh Mangal Saavdhan,9/1,268,Unrated,"September 1, 2017",1 hrs. 59 min.,Eros,"$689,874",2017,80,80
"$316,300","$663,400",,4/23,China Lion,Thriller,The Devotion of Suspect X,3/31,269,Unrated,"March 31, 2017",1 hrs. 52 min.,CL,"$686,435",2017,43,46
"$413,300","$651,700",,12/14,Paramount,Romance,Titanic (20th Anniversary),12/1,270,PG-13,"December 1, 2017",3 hrs. 14 min.,Par.,"$691,642Domestic Lifetime Gross: $659,363,944",2017,87,87
"$329,000","$637,800",,4/20,Fox Searchlight,Comedy,Wilson,3/24,271,R,"March 24, 2017",1 hrs. 34 min.,FoxS,"$653,951",2017,310,311
"$19,200","$626,100",,-,Menemsha,Drama,1945,11/1,272,Unrated,"November 1, 2017",1 hrs. 31 min.,Men.,"$663,522",2017,2,19
"$52,800","$604,700",,9/28,Roadside Attractions,Drama,The Only Living Boy in New York,8/11,273,R,"August 11, 2017",1 hrs. 30 min.,RAtt.,"$624,332",2017,15,289
"$20,700","$584,200",,10/26,Music Box Films,Drama,The Midwife,7/21,274,Unrated,"July 21, 2017",1 hrs. 57 min.,MBox,"$603,582",2017,3,44
"$217,400","$574,600",,6/8,China Lion,Thriller,Battle of Memories,4/28,275,Unrated,"April 28, 2017",1 hrs. 59 min.,CL,"$594,552",2017,42,42
"$202,200","$550,200",,6/1,Roadside Attractions,Drama,Tommy's Honour,4/14,276,PG,"April 14, 2017",1 hrs. 52 min.,RAtt.,"$569,306",2017,167,167
"$21,400","$546,900",,2/11,Sony Classics,Drama,Novitiate,10/27,277,R,"October 27, 2017",2 hrs. 3 min.,SPC,"$580,346",2017,3,163
"$214,600","$545,300",,4/6,Roadside Attractions,Drama,Bitter Harvest,2/24,278,R,"February 24, 2017",1 hrs. 43 min.,RAtt.,"$557,241",2017,127,127
,"$543,600",,4/10,Fathom,Musical,Samaritan's Purse: Facing Darkness (Encore),4/10,279,Unrated,"April 10, 2017",,Fathom,"$555,533",2017,,656
"$13,100","$531,100",,-,PBS Distribution,Documentary,Dolores,9/1,280,Unrated,"September 1, 2017",1 hrs. 35 min.,PBS,"$555,309",2017,1,33
"$38,400","$515,800",,10/19,Sony Classics,Comedy / Drama,Brigsby Bear,7/28,281,PG-13,"July 28, 2017",1 hrs. 40 min.,SPC,"$532,669",2017,3,408
,"$509,300",,5/2,Fathom,Unknown,JONAH - On Stage!,5/2,282,Unrated,"May 2, 2017",2 hrs. 20 min.,Fathom,"$520,496",2017,,622
"$163,900","$503,200",,8/20,FUNimation Films,Animation,Fairy Tail: Dragon Cry,8/14,283,Unrated,"August 14, 2017",1 hrs. 25 min.,FUN,"$519,461",2017,292,304
"$24,300","$500,400",,5/4,Focus World,Horror,Raw (2017),3/10,284,R,"March 10, 2017",1 hrs. 39 min.,FCW,"$514,870",2017,2,45
"$43,000","$497,400",,12/21,Magnolia,Documentary,Human Flow,10/13,285,PG-13,"October 13, 2017",2 hrs. 21 min.,Magn.,"$527,845",2017,3,36
"$9,100","$491,300",,8/6,CJ Entertainment,Documentary,Our President,6/2,286,Unrated,"June 2, 2017",1 hrs. 49 min.,CJ,"$507,268",2017,1,41
"$242,100","$470,500",,9/21,Well Go USA,Foreign,Once Upon A Time,8/11,287,Unrated,"August 11, 2017",1 hrs. 48 min.,WGUSA,"$485,728",2017,51,51
"$20,800","$465,400",,3/19,CJ Entertainment,Action Comedy,Confidential Assignment,1/27,288,Unrated,"January 27, 2017",2 hrs. 5 min.,CJ,"$475,618",2017,2,13
"$21,000","$461,800",,12/14,Bleecker Street,Drama,Breathe (2017),10/13,289,PG-13,"October 13, 2017",1 hrs. 57 min.,BST,"$490,131",2017,4,315
"$157,300","$461,400",,3/23,China Lion,Comedy,Duckweed,2/10,290,Unrated,"February 10, 2017",1 hrs. 42 min.,CL,"$471,575",2017,27,30
"$45,000","$457,500",,10/26,Neon,Drama,Beach Rats,8/25,291,R,"August 25, 2017",1 hrs. 38 min.,Neon,"$473,771",2017,3,67
"$255,400","$456,100",,4/13,FIP,Romantic Comedy,Phillauri,3/24,292,Not Yet Rated,"March 24, 2017",2 hrs. 18 min.,FIP,"$467,596",2017,74,74
